"businessName","email","street","city","state","zip","phone","websiteURL","lat","lon","state.name","agency.name"
"Holiday Inn Express & Suites CARPINTERIA","help@ihg.com","5606 Carpinteria Ave","Carpinteria","CA","93013","(800) 345-8082","http://c.ypcdn.com/2/c/rtd?vrid=t9kk5l4v9h&rid=c23f1fd6-85b1-41df-a2c2-864cc1294206&ptid=t9kk5l4v9h&ypid=21922915&lid=1000535170049&tl=6&lsrc=IY&dest=http%3A%2F%2Fwww.hiexpress.com%2Fredirect%3Fpath%3Dhd%26brandCode%3Dex%26hotelCode%3Dcpyca%26_PMID%3D99601036%26cm_mmc%3Dmdpr-_-yellowpages-_-ex-_-CPYCA%26glat%3DMEDI","34.391975","-119.50951","California","Carpinteria"
"Carlsbad City Police Department","","2560 Orion Way","Carlsbad","CA","92010","(760) 931-2197","","33.13793","-117.2658","California","Carslbad Police Dept"
"Squid Printing Carson Co","","245 W Carson St","Carson","CA","90745","(310) 549-9421","","33.8317","-118.28134","California","Carson"
"Santa Barbara Sheriff's Dept","","4436 Calle Real","Santa Barbara","CA","93110","(805) 681-4260","","34.442303","-119.77618","California","Cathedral City Police Dept"
"Elite Institute of Cerritos","","12508 South St","Cerritos","CA","90703","(562) 403-7252","","33.85851","-118.06469","California","Cerritos"
"Chico Police Dept","","1460 Humboldt Rd","Chico","CA","95928","(530) 899-8613","","39.73494","-121.81664","California","Chico Police Dept"
"Pacifica Chino Hills","","6500 Butterfield Ranch Rd","Chino Hills","CA","91709","(909) 606-2553","","33.93003","-117.66333","California","Chino Hills"
"Chino Police Department","","5450 Walnut Ave","Chino","CA","91710","(909) 628-1234","","34.026295","-117.68578","California","Chino Police Dept"
"Chowchilla City Police Department","","122 Trinity Ave","Chowchilla","CA","93610","(559) 665-8600","","37.122593","-120.25842","California","Chowchilla Police Dept"
"Chula Vista Police-Juvenile","","315 4th Ave","Chula Vista","CA","91910","(619) 691-5124","","32.639465","-117.083725","California","Chula Vista Police Dept"
"Murrieta City Police Dept","","2 Town Sq","Murrieta","CA","92562","(951) 696-3615","","33.558544","-117.211914","California","City Of Murrieta Police Dept"
"Claremont Police Dept","","867 Deerflats Dr","San Dimas","CA","91773","(909) 624-9053","","34.130547","-117.79189","California","Claremont Police Dept"
"Concord Police Dept","","4467 Clayton Rd","Concord","CA","94521","(925) 671-3377","","37.96338","-121.98854","California","Clayton Police Dept"
"Clearlake Police Dept","","14050 Olympic Dr","Clearlake","CA","95422","(707) 994-8251","","38.960964","-122.64845","California","Clearlake Police Dept"
"Clovis Police  Department","","1233 5th St","Clovis","CA","93612","(559) 324-2400","","36.82397","-119.69267","California","Clovis Police Dept"
"Coachella Police Dept Substa","","49305 Grapefruit Blvd","Coachella","CA","92236","(760) 391-5149","","33.690083","-116.182884","California","Coachella Police Dept"
"Highway Patrol","","125 S 6th St","Coalinga","CA","93210","(559) 935-2093","","36.13787","-120.359924","California","Coalinga Police Dept"
"Colton Police Department","","650 N La Cadena Dr","Colton","CA","92324","(909) 370-5000","","34.071766","-117.32331","California","Colton Police Dept"
"Personal Injury Commerce","","2534 S Eastern Ave","Commerce","CA","90040","(323) 929-7994","","34.00059","-118.15973","California","Commerce"
"Paramount Police Department","","15001 Paramount Blvd","Paramount","CA","90723","(562) 220-2002","","33.89733","-118.16021","California","Compton Police Dept"
"Concord Police Dept","","2166 Solano Way","Concord","CA","94520","(925) 671-3322","","37.98961","-122.04172","California","Concord Police Dept"
"County of Contra Costa","","12000 Marsh Creek Rd","Clayton","CA","94517","(925) 646-5700","","37.897663","-121.86024","California","Contra Costa County Sheriff Department"
"Corcoran Police Dept","","1031 Chittenden Ave","Corcoran","CA","93212","(559) 992-5151","","36.0992","-119.559685","California","Corcoran Police Dept"
"Corona Community Development","","400 S Vicentia Ave","Corona","CA","92882","(951) 736-2262","","33.878487","-117.57494","California","Corona Police Dept"
"Coronado Police Dept","","700 Orange Ave","Coronado","CA","92118","(619) 522-7350","","32.69021","-117.17745","California","Coronado Police Dept"
"Costa Mesa City Police Department","","99 Fair Dr","Costa Mesa","CA","92626","(714) 754-5280","","33.66388","-117.904076","California","Costa Mesa Police Dept"
"City Of Covina Police Department","","444 N Citrus Ave","Covina","CA","91723","(626) 858-4478","","34.08967","-117.89018","California","Covina Police Dept"
"Cudahy True Smile Dentistry","","8036 Atlantic Ave","Cudahy","CA","90201","(323) 562-4604","","33.961437","-118.185844","California","Cudahy"
"Culver City Police Dept","","4040 Duquesne Ave","Culver City","CA","90232","(310) 837-1221","","34.02045","-118.39509","California","Culver City Police Dept"
"Cupertino Stonebridge Homeowners Assn.","","STEVENS Creek Rd & Old Oak Wa","Cupertino","CA","95014","(408) 252-0180","","37.322998","-122.03218","California","Cupertino"
"Cypress Police Dept","","5275 Orange Ave","Cypress","CA","90630","(714) 229-6600","","33.824314","-118.04014","California","Cypress Police Dept"
"Dales Senior Center","","3936 Chestnut St","Riverside","CA","92501","(951) 826-5303","","33.982452","-117.3788","California","Daly City Police Dept"
"Hobie Sports Dana Point","","34174 Pacific Coast Hwy","Dana Point","CA","92629","(949) 496-0117","","33.467106","-117.698746","California","Dana Point"
"Danville Girls Chorus","","Null","Danville","CA","94526","(925) 837-2624","","37.821594","-121.99996","California","Danville"
"Davis City Police Department","","2600 5th St","Davis","CA","95618","(530) 747-5400","","38.551865","-121.719246","California","Davis Police Dept"
"Delano Police Department","","2330 High St","Delano","CA","93215","(661) 721-2369","","35.788815","-119.25223","California","Delano Police Dept"
"Desert Hot Springs","","12675 Palm Dr","Desert Hot Springs","CA","92240","(760) 272-5130","","33.956257","-116.50131","California","Desert Hot Springs"
"D & B Bail Bonds Diamond Bar","","510 N Diamond Bar Blvd","Diamond Bar","CA","91765","(909) 342-7132","","34.029266","-117.81029","California","Diamond Bar"
"Dinuba Police Dept","","680 S Alta Ave","Dinuba","CA","93618","(559) 591-5914","","36.540176","-119.395035","California","Dinuba Police Dept"
"Dixon Police Dept","","201 W A St","Dixon","CA","95620","(707) 678-7070","","38.44554","-121.823746","California","Dixon Police Dept"
"Downey City Police Dept","","10911 Brookshire Ave","Downey","CA","90241","(562) 861-0771","","33.94157","-118.127144","California","Downey Police Dept"
"Duarte Coin Laundry","","1319 Huntington Dr","Duarte","CA","91010","(909) 331-5127","","34.13969","-117.97696","California","Duarte"
"Dublin Cars","","7950 Dublin Blvd 715","Dublin","CA","94568","(925) 243-7708","","37.70231","-121.93529","California","Dublin"
"East Palo Alto Police Dept","","141 Demeter St","East Palo Alto","CA","94303","(650) 853-3160","","37.472176","-122.1341","California","East Palo Alto Police Dept"
"Eastvale Dental","","6987 Hamner Ave Ste 5","Corona","CA","92880","(951) 371-3464","","33.96118","-117.558334","California","Eastvale"
"El Cajon Police Department","","100 Civic Center Way","El Cajon","CA","92020","(619) 579-3311","","32.7964","-116.96236","California","El Cajon Police Dept"
"El Centro City Police Department","","150 N 11th St","El Centro","CA","92243","(760) 352-2111","","32.793365","-115.56445","California","El Centro Police Dept"
"El Cerrito Fire Department","","10900 San Pablo Ave","El Cerrito","CA","94530","(510) 215-4450","","37.91574","-122.31157","California","El Cerrito Police Dept"
"Sacramento County Sheriff","","711 G St","Sacramento","CA","95814","(916) 874-5115","","38.584606","-121.4959","California","El Dorado County Sheriff Department"
"El Monte Planning Department","","11333 Valley Blvd","El Monte","CA","91731","(626) 258-8626","","34.070835","-118.03064","California","El Monte Police Dept"
"El Segundo Bail Bonds | El Segundo Police Department Jail","","348 Main St","El Segundo","CA","90245","(424) 217-3200","","33.91991","-118.41591","California","El Segundo Police Dept"
"Emeryville Police Dept","","2449 Powell St","Emeryville","CA","94608","(510) 596-3700","","37.837048","-122.30409","California","Emeryville Police Dept"
"Encinitas | Carpet-Cleaning-San-Diego.Com","","820 2nd St","Encinitas","CA","92024","(760) 487-8981","","33.041492","-117.29449","California","Encinitas"
"Escondido Police Dept","","700 W Grand Ave","Escondido","CA","92025","(760) 839-4721","","33.117363","-117.09002","California","Escondido Police Dept"
"Eureka Police Dept","","604 C St","Eureka","CA","95501","(707) 441-4044","","40.80061","-124.16898","California","Eureka Police Dept"
"Exeter Police Department","","100 N C St","Exeter","CA","93221","(559) 592-3103","","36.297222","-119.13841","California","Exeter Police Dept"
"Exeter Police Department","","100 N C St","Exeter","CA","93221","(559) 592-3103","","36.297222","-119.13841","California","Farmersville Police Dept"
"Fillmore Garage Door Repair","","323 A St","Fillmore","CA","93015","(805) 727-4045","","34.398853","-118.91831","California","Fillmore"
"Folsom City Police Department","","46 Natoma St","Folsom","CA","95630","(916) 355-7239","","38.68227","-121.1616","California","Folsom Police Dept"
"Fontana Police Dept","","17005 Upland Ave","Fontana","CA","92335","(909) 350-7740","","34.10288","-117.432816","California","Fontana Police Dept"
"Fortuna Police Dept","","621 11th St","Fortuna","CA","95540","(707) 725-7550","","40.59732","-124.15554","California","Fortuna Police Dept"
"Oakland City Police Department","","455 7th St","Oakland","CA","94607","(510) 238-2189","","37.799534","-122.27429","California","Foster City Police Dept"
"Westminster Police Dept","","8200 Westminster Blvd","Westminster","CA","92683","(714) 897-2511","","33.75931","-117.98592","California","Fountain Valley Police Dept"
"Fremont City Police Department","","1950 Stevenson Blvd","Fremont","CA","94538","(510) 790-6800","","37.55364","-121.96882","California","Fremont Police Dept"
"Fresno Police Dept","","1617 S Cedar Ave","Fresno","CA","93702","(559) 621-6300","","36.7264","-119.75464","California","Fresno Police Dept"
"Anaheim Police Department","","500 W Broadway","Anaheim","CA","92805","(714) 765-1811","","33.83201","-117.9189","California","Fullerton Police Dept"
"Galt Police Dept-Detectives","","455 Industrial Dr","Galt","CA","95632","(209) 366-7010","","38.265022","-121.306244","California","Galt Police Dept"
"Garden Grove Police-Invstgtns","","11301 Acacia Pkwy","Garden Grove","CA","92840","(714) 741-5800","","33.77607","-117.93554","California","Garden Grove Police Dept"
"Gardena Police Dept-Detectives","","1718 W 162nd St","Gardena","CA","90247","(310) 217-9600","","33.88379","-118.30766","California","Gardena Police Dept"
"City Of Glendora Police Dept","","150 S Glendora Ave","Glendora","CA","91741","(626) 914-8250","","34.135094","-117.86548","California","Glendora Police Dept"
"Goleta Sanitary Dist","","PO Box 906","Goleta","CA","93116","(805) 967-4519","","34.43583","-119.82764","California","Goleta"
"Grand Terrace Liquor Store","","22493 Barton Rd","Grand Terrace","CA","92313","(909) 824-0628","","34.03393","-117.31376","California","Grand Terrace"
"Grass Valley Police Dept","","129 S Auburn St","Grass Valley","CA","95945","(530) 477-4600","","39.218193","-121.061935","California","Grass Valley Police Dept"
"Greenfield City Clerk","","599 El Camino Real","Greenfield","CA","93927","(831) 674-5591","","36.32894","-121.250275","California","Greenfield Police Dept"
"Grover Beach City Police Department","","711 Rockaway Ave","Grover Beach","CA","93433","(805) 473-4511","","35.120564","-120.62265","California","Grover Beach Police Dept"
"Half Moon Bay Police Dept","","537 Kelly St","Half Moon Bay","CA","94019","(650) 726-8288","","37.463974","-122.432846","California","Half Moon Bay Police Dept"
"Hanford Police Dept","","425 N Irwin St","Hanford","CA","93230","(559) 585-2540","","36.329494","-119.64769","California","Hanford Police Dept"
"Cypress Police Dept","","5275 Orange Ave","Cypress","CA","90630","(714) 229-6600","","33.824314","-118.04014","California","Hawaiian Gardens Police Dept"
"Hawthorne Police Department","","12501 Hawthorne Blvd","Hawthorne","CA","90250","(310) 675-4443","","33.919","-118.35272","California","Hawthorne Police Dept"
"Police Dept-Internal Affairs","","300 W Winton Ave","Hayward","CA","94544","(510) 293-7033","","37.65812","-122.096886","California","Hayward Police Dept"
"Healdsburg Police Dept","","238 Center St","Healdsburg","CA","95448","(707) 431-3377","","38.609344","-122.86906","California","Healdsburg Police Dept"
"Hemet Police Dept","","450 E Latham Ave","Hemet","CA","92543","(951) 765-2400","","33.749416","-116.96739","California","Hemet Police Dept"
"Hercules Public Works Department","","111 Civic Dr","Hercules","CA","94547","(510) 799-8241","","38.00965","-122.26554","California","Hercules Police Dept"
"City of Hermosa Beach Police Department - Jail","","540 Pier Ave","Hermosa Beach","CA","90254","(310) 318-0234","","33.864464","-118.396095","California","Hermosa Beach Police Dept"
"Hesperia Household Hazardous","","Null","Hesperia","CA","92345","(760) 947-0285","","34.426388","-117.30088","California","Hesperia"
"Cutting Edge Of Highlands","","6925 Palm Ave","Highland","CA","92346","(909) 864-5529","","34.128075","-117.20874","California","Highland"
"Burlingame Police Department","","1111 Trousdale Dr","Burlingame","CA","94010","(650) 777-4100","","37.595417","-122.38222","California","Hillsborough Police Dept"
"Hollister Police Dept","","395 Apollo Way","Hollister","CA","95023","(831) 636-4330","","36.891895","-121.39554","California","Hollister Police Dept"
